name,category,evolution_stage,rarity,description,image_url
Gastly - Fossil,Psychic,1,Uncommon,"Attack (Psychic) - Lick: 10 damage. Flip a coin. If heads, the Defending Pokémon is now Paralyzed.

Attack (Psychic + Psychic) - Energy Conversion: Put up to 2 Energy cards from your discard pile into your hand. Gastly does 10 damage to itself.

Evolves into: Haunter

Flavor: A mysterious Pokémon. Some say it is a lifeform from another dimension, while other believe it is formed from smog.",https://images.pokemontcg.io/base3/33.png
Golbat - Fossil,Grass,2,Uncommon,"Evolves from: Zubat

Attack (Colorless + Colorless + Colorless) - Wing Attack: 30 damage. 

Attack (Grass + Grass + Colorless) - Leech Life: 20 damage. Remove a number of damage counters from Golbat equal to the damage done to the Defending Pokémon (after applying Weakness and Resistance). If Golbat has fewer damage counters than that, remove all of them.

Evolves into: Crobat

Flavor: Once it strikes, it will not stop draining energy from the victim even if it gets too heavy to fly.",https://images.pokemontcg.io/base3/34.png
Golduck - Fossil,Water,2,Uncommon,"Evolves from: Psyduck

Attack (Psychic) - Psyshock: 10 damage. Flip a coin. If heads, the Defending Pokémon is now Paralyzed.

Attack (Water + Water + Colorless) - Hyper Beam: 20 damage. If the Defending Pokémon has any Energy cards attached to it, choose 1 of them and discard it.

Flavor: Often seen swimming elegantly by lake shores. It is often mistaken for the Japanese monster, Kappa.",https://images.pokemontcg.io/base3/35.png
Golem - Fossil,Fighting,3,Uncommon,"Evolves from: Graveler

Attack (Fighting + Fighting + Fighting + Colorless) - Avalanche: 60 damage. 

Attack (Fighting + Fighting + Fighting + Fighting) - Selfdestruct: 100 damage. Does 20 damage to each Pokémon on each player's Bench. (Don't apply Weakness and Resistance for Benched Pokémon.) Golem does 100 damage to itself.

Flavor: Its boulder-like body is extremely hard. It can easily withstand dynamite blasts without damage.",https://images.pokemontcg.io/base3/36.png
Graveler - Fossil,Fighting,2,Uncommon,"Evolves from: Geodude

Attack (Fighting + Fighting) - Harden: During your opponent's next turn, whenever 30 or less damage is done to Graveler (after applying Weakness and Resistance), prevent that damage. (Any other effects of attacks still happen.)

Attack (Fighting + Fighting + Colorless) - Rock Throw: 40 damage. 

Evolves into: Golem

Flavor: Rolls down slopes to move. It rolls over any obstacle without slowing or changing its direction.",https://images.pokemontcg.io/base3/37.png
Kingler - Fossil,Water,2,Uncommon,"Evolves from: Krabby

Attack (Water) - Flail: 10× damage. Does 10 damage times the number of damage counters on Kingler.

Attack (Water + Water + Colorless) - Crabhammer: 40 damage. 

Flavor: The large pincer has 10,000 horsepower of crushing power. However, its huge size makes it unwieldy to use.",https://images.pokemontcg.io/base3/38.png
Magmar - Fossil,Fire,1,Uncommon,"Evolves from: Magby

Attack (Fire) - Smokescreen: 10 damage. If the Defending Pokémon tries to attack during your opponent's next turn, your opponent flips a coin. If tails, that attack does nothing.

Attack (Fire + Fire) - Smog: 20 damage. Flip a coin. If heads, the Defending Pokémon is now Poisoned.

Evolves into: Magmortar

Flavor: Found at the mouths of volcanoes and extremely hard to spot. There are very few instances of capturing this Pokémon.",https://images.pokemontcg.io/base3/39.png
Omastar - Fossil,Water,3,Uncommon,"Evolves from: Omanyte

Attack (Water + Colorless) - Water Gun: 20+ damage. Does 20 damage plus 10 more damage for each Water Energy attached to Omastar but not used to pay for this attack's Energy cost. You can't add more than 20 damage in this way.

Attack (Water + Water) - Spike Cannon: 30× damage. Flip 2 coins. This attack does 30 damage times the number of heads.

Flavor: A prehistoric Pokémon that died out when its heavy shell made it impossible for it to catch prey.",https://images.pokemontcg.io/base3/40.png
Sandslash - Fossil,Fighting,2,Uncommon,"Evolves from: Sandshrew

Attack (Colorless + Colorless) - Slash: 20 damage. 

Attack (Fighting + Fighting) - Fury Swipes: 20× damage. Flip 3 coins. This attack does 20 damage times the number of heads.

Flavor: Curls up into a spiny ball when threatened. It can roll while curled up to attack or escape.",https://images.pokemontcg.io/base3/41.png
Seadra - Fossil,Water,2,Uncommon,"Evolves from: Horsea

Attack (Water + Colorless) - Water Gun: 20+ damage. Does 20 damage plus 10 more damage for each Water Energy attached to Seadra but not used to pay for this attack's Energy cost. You can't add more than 20 damage in this way.

Attack (Water + Colorless + Colorless) - Agility: 20 damage. Flip a coin. If heads, during your opponent's next turn, prevent all effects of attacks, including damage, done to Seadra.

Evolves into: Kingdra

Flavor: Capable of swimming backward by rapidly flapping its wing-like pectoral fins and stout tail.",https://images.pokemontcg.io/base3/42.png
Slowbro - Fossil,Psychic,2,Uncommon,"Evolves from: Slowpoke

Ability (Pokémon Power) - Strange Behavior: As often as you like during your turn (before your attack), you may move 1 damage counter from 1 of your Pokémon to Slowbro as long as you don't Knock Out Slowbro. This power can't be used if Slowbro is Asleep, Confused, or Paralyzed.

Attack (Psychic + Psychic) - Psyshock: 20 damage. Flip a coin. If heads, the Defending Pokémon is now Paralyzed.

Flavor: The Shellder that is latched onto Slowpoke's tail is said to feed on the host's left-over scraps.",https://images.pokemontcg.io/base3/43.png
Tentacruel - Fossil,Water,2,Uncommon,"Evolves from: Tentacool

Attack (Water) - Supersonic: Flip a coin. If heads, the Defending Pokémon is now Confused.

Attack (Water + Water) - Jellyfish Sting: 10 damage. The Defending Pokémon is now Poisoned.

Flavor: The tentacles are normally kept short. On hunts, they are extended to ensnare and immobilize prey.",https://images.pokemontcg.io/base3/44.png
Weezing - Fossil,Grass,2,Uncommon,"Evolves from: Koffing

Attack (Grass + Grass) - Smog: 20 damage. Flip a coin. If heads, the Defending Pokémon is now Poisoned.

Attack (Grass + Grass + Colorless) - Selfdestruct: 60 damage. Does 10 damage to each Pokémon on each player's Bench. (Don't apply Weakness and Resistance for Benched Pokémon.) Weezing does 60 damage to itself.

Flavor: Where two kinds of poison gases meet, two Koffings can fuse into a Weezing over many years.",https://images.pokemontcg.io/base3/45.png
Ekans - Fossil,Grass,1,Common,"Attack (Grass) - Spit Poison: Flip a coin. If heads, the Defending Pokémon is now Poisoned.

Attack (Grass + Colorless) - Wrap: 20 damage. Flip a coin. If heads, the Defending Pokémon is now Paralyzed.

Evolves into: Arbok

Flavor: Moves silently and stealthily. Eats the eggs of birds such as Pidgey and Spearow whole.",https://images.pokemontcg.io/base3/46.png
Geodude - Fossil,Fighting,1,Common,"Attack (Fighting + Colorless) - Stone Barrage: 10× damage. Flip a coin until you get tails. This attack does 10 damage times the number of heads.

Evolves into: Graveler

Flavor: Found in fields and mountains. Mistaking them for boulders, people often step or trip on them.",https://images.pokemontcg.io/base3/47.png
Grimer - Fossil,Grass,1,Common,"Attack (Colorless) - Nasty Goo: 10 damage. Flip a coin. If heads, the Defending Pokémon is now Paralyzed.

Attack (Grass) - Minimize: All damage done by attacks to Grimer during your opponent's next turn is reduced by 20 (after applying Weakness and Resistance).

Evolves into: Muk

Flavor: Appears in filthy areas. Thrives by sucking up polluted sludge that is pumped out of factories.",https://images.pokemontcg.io/base3/48.png
Horsea - Fossil,Water,1,Common,"Attack (Water) - Smokescreen: 10 damage. If the Defending Pokémon tries to attack during your opponent's next turn, your opponent flips a coin. If tails, that attack does nothing.

Evolves into: Seadra

Flavor: Known to shoot down flying bugs with precision blasts of ink from the surface of the water.",https://images.pokemontcg.io/base3/49.png
Kabuto - Fossil,Fighting,2,Common,"Evolves from: Mysterious Fossil

Ability (Pokémon Power) - Kabuto Armor: Whenever an attack (even your own) does damage to Kabuto (after applying Weakness and Resistance), that attack does half the damage to Kabuto (rounded down to the nearest 10). (Any other effects of attacks still happen.) This power stops working while Kabuto is Asleep, Confused, or Paralyzed.

Attack (Colorless) - Scratch: 10 damage. 

Evolves into: Kabutops

Flavor: A Pokémon that was resurrected from a fossil found in what was once the ocean floor eons ago.",https://images.pokemontcg.io/base3/50.png
Krabby - Fossil,Water,1,Common,"Attack (Water) - Call for Family: Search your deck for a Basic Pokémon named Krabby and put it onto your Bench. Shuffle your deck afterward. (You can't use this attack if your Bench if full.)

Attack (Water + Colorless) - Irongrip: 20 damage. 

Evolves into: Kingler

Flavor: Its pincers are not only powerful weapons, they are used for balance when walking sideways.",https://images.pokemontcg.io/base3/51.png
Omanyte - Fossil,Water,2,Common,"Evolves from: Mysterious Fossil

Ability (Pokémon Power) - Clairvoyance: Your opponent plays with his or her hand face up. This power stops working while Omanyte is Asleep, Confused, or Paralyzed.

Attack (Water) - Water Gun: 10+ damage. Does 10 damage plus 10 more damage for each Water Energy attached to Omanyte but not used to pay for this attack's Energy cost. You can't add more than 20 damage in this way.

Evolves into: Omastar

Flavor: Although long extinct, in rare cases, it can be genetically resurrected from fossils.",https://images.pokemontcg.io/base3/52.png
Psyduck - Fossil,Water,1,Common,"Attack (Psychic) - Headache: Your opponent can't play Trainer cards during his or her next turn.

Attack (Water) - Fury Swipes: 10× damage. Flip 3 coins. This attack does 10 damage times the number of heads.

Evolves into: Golduck

Flavor: While lulling its enemies with its vacant look, this wily Pokémon will use psychokinetic powers.",https://images.pokemontcg.io/base3/53.png
Shellder - Fossil,Water,1,Common,"Attack (Water) - Supersonic: Flip a coin. If heads, the Defending Pokémon is now Confused.

Attack (Water) - Hide in Shell: Flip a coin. If heads, prevent all damage done to Shellder during your opponent's next turn. (Any other effects of attacks still happen.)

Evolves into: Cloyster

Flavor: Its hard shell repels any kind of attack. It is vulnerable only when its shell is open.",https://images.pokemontcg.io/base3/54.png
Slowpoke - Fossil,Psychic,1,Common,"Attack (Colorless) - Spacing Out: Flip a coin. If heads, remove a damage counter from Slowpoke. This attack can't be used if Slowpoke has no damage counters on it.

Attack (Psychic + Psychic) - Scavenge: Discard 1 Psychic Energy card attached to Slowpoke in order to use this attack. Put a Trainer card from your discard pile into your hand.

Evolves into: Slowbro, Slowking

Flavor: Incredibly slow and dopey. It takes 5 seconds for it to feel pain when under attack.",https://images.pokemontcg.io/base3/55.png
Tentacool - Fossil,Water,1,Common,"Ability (Pokémon Power) - Cowardice: At any time during your turn (before your attack), you may return Tentacool to your hand. (Discard all cards attached to Tentacool.) This power can't be used the turn you put Tentacool into play or if Tentacool is Asleep, Confused, or Paralyzed.

Attack (Water) - Acid: 10 damage. 

Evolves into: Tentacruel

Flavor: Drifts in shallow seas. Anglers who hook them by accident are often punished by its stinging acid.",https://images.pokemontcg.io/base3/56.png
Zubat - Fossil,Grass,1,Common,"Attack (Colorless + Colorless) - Supersonic: Flip a coin. If heads, the Defending Pokémon is now Confused.

Attack (Grass + Colorless) - Leech Life: 10 damage. Remove a number of damage counters from Zubat equal to the damage done to the Defending Pokémon (after applying Weakness and Resistance). If Zubat has fewer damage counters than that, remove all of them.

Evolves into: Golbat

Flavor: Forms colonies in perpetually dark places. Uses ultrasonic waves to identify and approach targets.",https://images.pokemontcg.io/base3/57.png
